,Season,Pos,%2PA,%0-3A,%3-10A,%10-16A,%16-3ptA,%3PA,2P%,0-3%,3-10%,10-16%,16-3pt%,3P%,MPG
11326,17,3,0.816,0.29100000000000004,0.131,0.139,0.253,0.184,0.473,0.65,0.374,0.365,0.383,0.35600000000000004,37.170731707317074
11327,18,3,0.74,0.229,0.179,0.13699999999999998,0.195,0.26,0.475,0.695,0.459,0.348,0.32,0.331,36.329268292682926
11328,19,3,0.7120000000000001,0.264,0.146,0.122,0.181,0.28800000000000003,0.441,0.621,0.341,0.34,0.329,0.339,34.83561643835616
11329,20,3,0.6579999999999999,0.251,0.212,0.102,0.094,0.342,0.506,0.6859999999999999,0.454,0.33,0.337,0.332,34.407407407407405
11330,20,3,0.652,0.253,0.214,0.103,0.08199999999999999,0.348,0.505,0.685,0.456,0.284,0.354,0.331,34.642857142857146
11331,20,2,0.6859999999999999,0.239,0.202,0.101,0.14400000000000002,0.314,0.512,0.6890000000000001,0.447,0.526,0.29600000000000004,0.339,33.583333333333336
11333,4,5,0.998,0.544,0.31,0.115,0.03,0.002,0.522,0.6579999999999999,0.4,0.28,0.231,0.0,20.615384615384617
11334,5,5,1.0,0.523,0.313,0.109,0.055,0.0,0.514,0.64,0.398,0.222,0.556,,18.61111111111111
11335,6,5,0.996,0.48,0.307,0.191,0.018000000000000002,0.004,0.574,0.755,0.428,0.36,0.5,0.0,19.857142857142858
11336,6,5,0.988,0.44,0.35700000000000004,0.179,0.012,0.012,0.542,0.757,0.3670000000000001,0.3670000000000001,0.5,0.0,13.6875
11337,6,4,1.0,0.504,0.277,0.199,0.021,0.0,0.5920000000000001,0.754,0.474,0.35700000000000004,0.5,,30.06896551724138
11338,7,4,0.993,0.464,0.348,0.13699999999999998,0.044,0.006999999999999999,0.5329999999999999,0.705,0.421,0.295,0.333,0.0,31.536585365853657
11339,8,4,0.995,0.513,0.284,0.168,0.031,0.005,0.526,0.688,0.409,0.28,0.25,0.0,28.048387096774192
11340,9,5,0.989,0.551,0.284,0.13,0.024,0.011,0.503,0.642,0.343,0.313,0.222,0.0,16.919354838709676
11341,9,5,0.989,0.478,0.328,0.153,0.03,0.011,0.491,0.68,0.33,0.293,0.25,0.0,19.43243243243243
11342,9,5,0.99,0.745,0.16699999999999998,0.069,0.01,0.01,0.535,0.579,0.412,0.429,0.0,0.0,13.2
11343,10,4,1.0,0.575,0.183,0.16699999999999998,0.075,0.0,0.525,0.6809999999999999,0.364,0.35,0.111,,12.970588235294118
11344,11,4,0.997,0.606,0.239,0.112,0.04,0.003,0.583,0.703,0.39,0.417,0.385,0.0,17.45614035087719
11345,12,5,1.0,0.598,0.234,0.103,0.065,0.0,0.598,0.688,0.44,0.636,0.28600000000000003,,17.178571428571427
11346,13,5,0.993,0.804,0.14400000000000002,0.026,0.02,0.006999999999999999,0.7240000000000001,0.797,0.455,0.5,0.0,0.0,13.60655737704918
11348,97,3,0.7490000000000001,0.441,0.095,0.11,0.103,0.251,0.458,0.505,0.451,0.343,0.388,0.293,30.873015873015873
11350,97,2,0.733,0.32,0.173,0.13,0.109,0.267,0.462,0.551,0.397,0.394,0.386,0.325,27.525
11351,98,2,0.7490000000000001,0.263,0.157,0.134,0.196,0.251,0.345,0.535,0.265,0.121,0.306,0.266,17.38888888888889
11353,3,1,0.764,0.236,0.122,0.081,0.324,0.236,0.354,0.4,0.389,0.25,0.333,0.28600000000000003,14.956521739130435
11354,3,2,0.79,0.284,0.136,0.123,0.247,0.21,0.359,0.478,0.455,0.2,0.25,0.353,24.266666666666666
11362,8,1,0.778,0.194,0.083,0.083,0.417,0.222,0.5,0.429,0.333,0.667,0.5329999999999999,0.375,12.533333333333333
11363,8,1,0.7829999999999999,0.174,0.043,0.0,0.565,0.217,0.444,0.25,1.0,,0.462,0.4,15.25
11366,10,1,0.75,0.083,0.083,0.25,0.333,0.25,0.444,1.0,1.0,0.333,0.25,0.667,14.75
11367,97,4,0.993,0.6890000000000001,0.236,0.054000000000000006,0.014,0.006999999999999999,0.578,0.647,0.486,0.125,0.5,0.0,17.060606060606062
11369,97,4,0.993,0.685,0.238,0.056,0.014,0.006999999999999999,0.5770000000000001,0.653,0.471,0.125,0.5,0.0,17.28125
11372,0,4,0.993,0.491,0.358,0.091,0.053,0.006999999999999999,0.526,0.688,0.36,0.293,0.542,0.0,19.074074074074073
11373,1,4,0.997,0.502,0.262,0.131,0.103,0.003,0.458,0.5770000000000001,0.376,0.294,0.299,0.0,28.48780487804878
11374,2,4,0.995,0.465,0.33,0.146,0.055,0.005,0.529,0.657,0.4,0.469,0.375,0.0,18.853658536585368
11375,3,5,0.998,0.483,0.273,0.134,0.107,0.002,0.454,0.5329999999999999,0.408,0.373,0.319,0.0,19.71604938271605
11376,4,5,0.991,0.468,0.254,0.123,0.146,0.009000000000000001,0.504,0.6809999999999999,0.299,0.35700000000000004,0.42,0.333,18.569444444444443
11380,6,5,1.0,0.523,0.199,0.136,0.142,0.0,0.517,0.674,0.314,0.25,0.48,,16.479166666666668
11382,6,5,1.0,0.529,0.185,0.127,0.159,0.0,0.516,0.6629999999999999,0.31,0.25,0.48,,20.352941176470587
11385,98,2,0.82,0.18,0.14,0.24,0.26,0.18,0.317,0.444,0.14300000000000002,0.16699999999999998,0.462,0.333,15.555555555555555
11388,97,4,0.997,0.623,0.255,0.083,0.037000000000000005,0.003,0.5379999999999999,0.5670000000000001,0.506,0.37,0.667,0.0,20.216216216216218
11389,98,4,1.0,0.5770000000000001,0.255,0.141,0.027000000000000003,0.0,0.503,0.593,0.368,0.381,0.5,,18.0
11390,6,1,0.728,0.239,0.066,0.086,0.338,0.272,0.423,0.505,0.321,0.391,0.393,0.416,28.8375
11391,7,1,0.765,0.314,0.073,0.07400000000000001,0.304,0.235,0.498,0.5529999999999999,0.38,0.45,0.48,0.322,36.875
11392,8,1,0.812,0.38,0.066,0.073,0.293,0.188,0.5329999999999999,0.616,0.486,0.469,0.45,0.395,37.30487804878049
11393,9,1,0.77,0.34,0.097,0.073,0.26,0.23,0.518,0.6,0.379,0.514,0.465,0.31,36.838235294117645
11394,10,1,0.754,0.303,0.111,0.08199999999999999,0.258,0.246,0.501,0.599,0.487,0.36,0.438,0.371,36.86842105263158
11395,11,1,0.675,0.248,0.156,0.085,0.18600000000000005,0.325,0.491,0.603,0.414,0.386,0.453,0.331,37.92307692307692
11396,11,1,0.68,0.252,0.155,0.081,0.192,0.32,0.511,0.621,0.4320000000000001,0.415,0.471,0.345,37.905660377358494
11397,11,1,0.6509999999999999,0.231,0.16,0.107,0.154,0.349,0.391,0.513,0.333,0.278,0.34600000000000003,0.271,38.0
11398,12,1,0.644,0.198,0.122,0.101,0.224,0.35600000000000004,0.446,0.568,0.359,0.423,0.395,0.336,36.345454545454544
11399,13,1,0.602,0.17,0.157,0.09,0.18600000000000005,0.398,0.482,0.665,0.42,0.416,0.397,0.378,36.43589743589744
11400,14,1,0.626,0.177,0.149,0.08800000000000001,0.211,0.374,0.5,0.6459999999999999,0.374,0.365,0.523,0.366,32.171875
11401,15,1,0.693,0.213,0.179,0.106,0.196,0.307,0.395,0.457,0.377,0.39,0.35100000000000003,0.3670000000000001,31.08823529411765
11402,16,1,0.636,0.16399999999999998,0.183,0.111,0.17800000000000002,0.364,0.454,0.591,0.401,0.407,0.413,0.344,32.4
11403,17,1,0.61,0.135,0.145,0.112,0.218,0.39,0.486,0.5429999999999999,0.494,0.433,0.473,0.363,25.890625
11404,17,1,0.6,0.13,0.13699999999999998,0.113,0.221,0.4,0.485,0.542,0.484,0.451,0.47,0.348,29.275
11405,17,1,0.639,0.15,0.17,0.109,0.211,0.361,0.489,0.545,0.52,0.375,0.484,0.415,20.25
11406,6,1,0.728,0.239,0.066,0.086,0.338,0.272,0.423,0.505,0.321,0.391,0.393,0.416,28.8375
11407,7,1,0.765,0.314,0.073,0.07400000000000001,0.304,0.235,0.498,0.5529999999999999,0.38,0.45,0.48,0.322,36.875
11408,8,1,0.812,0.38,0.066,0.073,0.293,0.188,0.5329999999999999,0.616,0.486,0.469,0.45,0.395,37.30487804878049
11409,9,1,0.77,0.34,0.097,0.073,0.26,0.23,0.518,0.6,0.379,0.514,0.465,0.31,36.838235294117645
11410,10,1,0.754,0.303,0.111,0.08199999999999999,0.258,0.246,0.501,0.599,0.487,0.36,0.438,0.371,36.86842105263158
11411,11,1,0.675,0.248,0.156,0.085,0.18600000000000005,0.325,0.491,0.603,0.414,0.386,0.453,0.331,37.92307692307692
11412,11,1,0.68,0.252,0.155,0.081,0.192,0.32,0.511,0.621,0.4320000000000001,0.415,0.471,0.345,37.905660377358494
11413,11,1,0.6509999999999999,0.231,0.16,0.107,0.154,0.349,0.391,0.513,0.333,0.278,0.34600000000000003,0.271,38.0
11414,12,1,0.644,0.198,0.122,0.101,0.224,0.35600000000000004,0.446,0.568,0.359,0.423,0.395,0.336,36.345454545454544
11415,13,1,0.602,0.17,0.157,0.09,0.18600000000000005,0.398,0.482,0.665,0.42,0.416,0.397,0.378,36.43589743589744
11416,14,1,0.626,0.177,0.149,0.08800000000000001,0.211,0.374,0.5,0.6459999999999999,0.374,0.365,0.523,0.366,32.171875
11417,15,1,0.693,0.213,0.179,0.106,0.196,0.307,0.395,0.457,0.377,0.39,0.35100000000000003,0.3670000000000001,31.08823529411765
11418,16,1,0.636,0.16399999999999998,0.183,0.111,0.17800000000000002,0.364,0.454,0.591,0.401,0.407,0.413,0.344,32.4
11419,17,1,0.61,0.135,0.145,0.112,0.218,0.39,0.486,0.5429999999999999,0.494,0.433,0.473,0.363,25.890625
11420,17,1,0.6,0.13,0.13699999999999998,0.113,0.221,0.4,0.485,0.542,0.484,0.451,0.47,0.348,29.275
11421,17,1,0.639,0.15,0.17,0.109,0.211,0.361,0.489,0.545,0.52,0.375,0.484,0.415,20.25
11423,14,2,0.629,0.395,0.125,0.03,0.08,0.371,0.486,0.609,0.214,0.2,0.407,0.29600000000000004,17.26865671641791
11428,97,2,0.99,0.643,0.166,0.121,0.061,0.01,0.458,0.442,0.478,0.505,0.48,0.25,33.81944444444444
11429,98,3,1.0,0.328,0.16399999999999998,0.344,0.16399999999999998,0.0,0.393,0.4,0.6,0.28600000000000003,0.4,,36.25
11430,99,3,0.8809999999999999,0.306,0.297,0.16899999999999998,0.11,0.119,0.383,0.507,0.354,0.35100000000000003,0.16699999999999998,0.231,20.526315789473685
11431,0,3,0.813,0.251,0.28,0.117,0.166,0.187,0.446,0.515,0.417,0.289,0.5,0.34700000000000003,20.264705882352942
11432,1,3,0.69,0.261,0.208,0.112,0.109,0.31,0.375,0.487,0.312,0.28,0.327,0.331,21.54320987654321
11433,2,3,0.777,0.366,0.252,0.086,0.073,0.223,0.401,0.489,0.381,0.273,0.179,0.279,23.60810810810811
11434,3,3,0.809,0.355,0.257,0.127,0.07,0.191,0.467,0.627,0.35100000000000003,0.28800000000000003,0.4,0.336,28.658536585365855
11435,4,3,0.7879999999999999,0.221,0.28600000000000003,0.179,0.102,0.212,0.416,0.462,0.35700000000000004,0.43,0.459,0.276,26.56338028169014
11436,4,3,0.8190000000000001,0.311,0.277,0.107,0.124,0.181,0.455,0.418,0.429,0.474,0.591,0.344,24.428571428571427
11437,4,3,0.774,0.183,0.29,0.209,0.093,0.226,0.399,0.494,0.328,0.42,0.385,0.253,27.46
11438,5,2,0.779,0.285,0.242,0.118,0.133,0.221,0.444,0.436,0.438,0.487,0.4320000000000001,0.384,24.036363636363635
11439,5,2,0.784,0.314,0.238,0.097,0.135,0.21600000000000005,0.483,0.466,0.523,0.444,0.48,0.425,35.19047619047619
11440,5,2,0.772,0.248,0.248,0.145,0.131,0.228,0.393,0.389,0.333,0.524,0.368,0.333,17.147058823529413
11441,6,3,0.76,0.187,0.227,0.147,0.2,0.24,0.421,0.429,0.471,0.182,0.5329999999999999,0.278,12.571428571428571
11445,20,4,0.557,0.271,0.203,0.063,0.021,0.443,0.551,0.654,0.5379999999999999,0.333,0.0,0.247,15.64516129032258
11449,97,4,0.993,0.539,0.117,0.256,0.081,0.006999999999999999,0.412,0.433,0.397,0.355,0.477,0.0,34.926829268292686
11450,98,5,0.994,0.614,0.228,0.107,0.045,0.006,0.501,0.495,0.5710000000000001,0.319,0.655,0.0,36.04615384615385
11451,99,5,0.991,0.477,0.234,0.147,0.133,0.009000000000000001,0.449,0.462,0.49,0.313,0.483,0.0,34.0
11452,97,4,0.993,0.539,0.117,0.256,0.081,0.006999999999999999,0.412,0.433,0.397,0.355,0.477,0.0,34.926829268292686
11453,98,5,0.994,0.614,0.228,0.107,0.045,0.006,0.501,0.495,0.5710000000000001,0.319,0.655,0.0,36.04615384615385
11454,99,5,0.991,0.477,0.234,0.147,0.133,0.009000000000000001,0.449,0.462,0.49,0.313,0.483,0.0,34.0
11455,97,4,0.993,0.539,0.117,0.256,0.081,0.006999999999999999,0.412,0.433,0.397,0.355,0.477,0.0,34.926829268292686
11456,98,5,0.994,0.614,0.228,0.107,0.045,0.006,0.501,0.495,0.5710000000000001,0.319,0.655,0.0,36.04615384615385
11457,99,5,0.991,0.477,0.234,0.147,0.133,0.009000000000000001,0.449,0.462,0.49,0.313,0.483,0.0,34.0
11458,97,4,0.993,0.539,0.117,0.256,0.081,0.006999999999999999,0.412,0.433,0.397,0.355,0.477,0.0,34.926829268292686
11459,98,5,0.994,0.614,0.228,0.107,0.045,0.006,0.501,0.495,0.5710000000000001,0.319,0.655,0.0,36.04615384615385
11460,99,5,0.991,0.477,0.234,0.147,0.133,0.009000000000000001,0.449,0.462,0.49,0.313,0.483,0.0,34.0
11462,98,4,0.997,0.722,0.16,0.087,0.028,0.003,0.526,0.5479999999999999,0.5,0.36,0.625,0.0,16.948051948051948
11463,99,4,1.0,0.685,0.141,0.117,0.056,0.0,0.5,0.5589999999999999,0.457,0.207,0.5,,23.08
11464,0,4,0.993,0.73,0.184,0.044,0.035,0.006999999999999999,0.5670000000000001,0.625,0.452,0.25,0.375,0.0,25.634146341463413
11465,1,4,0.99,0.5479999999999999,0.14300000000000002,0.153,0.146,0.01,0.467,0.565,0.238,0.378,0.419,0.0,20.033898305084747
11466,1,4,0.99,0.532,0.134,0.159,0.16399999999999998,0.01,0.442,0.486,0.333,0.406,0.424,0.0,24.363636363636363
11467,1,4,0.989,0.581,0.161,0.14,0.108,0.011,0.522,0.722,0.067,0.308,0.4,0.0,14.538461538461538
11468,2,4,1.0,0.67,0.134,0.113,0.08199999999999999,0.0,0.49,0.585,0.192,0.318,0.438,,24.13235294117647
11469,3,4,0.989,0.555,0.151,0.142,0.14,0.011,0.503,0.62,0.321,0.382,0.36,0.16699999999999998,33.04225352112676
11470,4,4,0.976,0.589,0.11,0.125,0.152,0.024,0.482,0.5660000000000001,0.35100000000000003,0.31,0.392,0.0,24.073529411764707
11471,4,4,0.982,0.667,0.158,0.105,0.053,0.018000000000000002,0.5,0.579,0.444,0.16699999999999998,0.333,0.0,27.133333333333333
11472,4,4,0.975,0.573,0.1,0.129,0.172,0.025,0.478,0.563,0.321,0.333,0.396,0.0,23.20754716981132
11473,5,3,0.979,0.6459999999999999,0.132,0.058,0.14400000000000002,0.021,0.513,0.586,0.313,0.5,0.371,0.0,15.329113924050633
11474,7,5,0.989,0.784,0.182,0.0,0.023,0.011,0.621,0.6809999999999999,0.375,,0.5,0.0,12.807692307692308
11478,97,5,1.0,0.871,0.129,0.0,0.0,0.0,0.645,0.63,0.75,,,,13.894736842105264
11481,97,5,1.0,0.871,0.129,0.0,0.0,0.0,0.645,0.63,0.75,,,,13.894736842105264
11484,4,2,0.871,0.251,0.079,0.069,0.472,0.129,0.398,0.461,0.375,0.429,0.364,0.256,13.543859649122806
11485,5,1,0.866,0.28,0.075,0.172,0.339,0.134,0.456,0.471,0.345,0.472,0.46,0.32299999999999995,28.175
11486,6,1,0.696,0.223,0.057,0.16699999999999998,0.25,0.304,0.443,0.507,0.611,0.41,0.369,0.382,26.396551724137932
11487,7,1,0.7829999999999999,0.213,0.087,0.16399999999999998,0.319,0.217,0.474,0.52,0.363,0.529,0.445,0.34600000000000003,36.35294117647059
11488,8,1,0.7490000000000001,0.22,0.067,0.14300000000000002,0.319,0.251,0.512,0.525,0.5,0.489,0.515,0.385,36.515151515151516
11489,9,1,0.627,0.12,0.106,0.116,0.285,0.373,0.486,0.57,0.479,0.466,0.461,0.436,34.98765432098765
11490,10,1,0.5660000000000001,0.117,0.071,0.095,0.28300000000000003,0.434,0.452,0.52,0.475,0.506,0.401,0.429,34.18840579710145
11491,11,1,0.6659999999999999,0.138,0.14,0.1,0.28800000000000003,0.334,0.436,0.535,0.402,0.438,0.405,0.324,30.82758620689655
11492,11,1,0.706,0.149,0.152,0.106,0.299,0.294,0.436,0.522,0.414,0.408,0.413,0.265,29.583333333333332
11493,11,1,0.597,0.119,0.119,0.09,0.269,0.403,0.438,0.563,0.375,0.5,0.389,0.398,32.86363636363637
11494,12,2,0.609,0.106,0.111,0.095,0.29600000000000004,0.391,0.449,0.569,0.412,0.466,0.414,0.389,28.307692307692307
11495,13,1,0.711,0.17600000000000002,0.118,0.133,0.28300000000000003,0.289,0.449,0.596,0.365,0.423,0.404,0.383,30.82608695652174
11496,14,1,0.665,0.101,0.141,0.121,0.302,0.335,0.441,0.529,0.411,0.4320000000000001,0.429,0.369,24.783783783783782
11497,15,1,0.595,0.067,0.069,0.1,0.359,0.405,0.434,0.483,0.424,0.465,0.417,0.342,29.11764705882353
11498,15,1,0.62,0.06,0.078,0.107,0.374,0.38,0.4370000000000001,0.556,0.343,0.479,0.425,0.34700000000000003,28.024390243902438
11499,15,1,0.569,0.075,0.058,0.092,0.344,0.431,0.43,0.419,0.542,0.447,0.408,0.337,30.77777777777778
11500,16,1,0.662,0.093,0.096,0.146,0.328,0.338,0.48,0.536,0.379,0.409,0.525,0.353,18.24390243902439
11501,4,2,0.871,0.251,0.079,0.069,0.472,0.129,0.398,0.461,0.375,0.429,0.364,0.256,13.543859649122806
11502,5,1,0.866,0.28,0.075,0.172,0.339,0.134,0.456,0.471,0.345,0.472,0.46,0.32299999999999995,28.175
11503,6,1,0.696,0.223,0.057,0.16699999999999998,0.25,0.304,0.443,0.507,0.611,0.41,0.369,0.382,26.396551724137932
11504,7,1,0.7829999999999999,0.213,0.087,0.16399999999999998,0.319,0.217,0.474,0.52,0.363,0.529,0.445,0.34600000000000003,36.35294117647059
11505,8,1,0.7490000000000001,0.22,0.067,0.14300000000000002,0.319,0.251,0.512,0.525,0.5,0.489,0.515,0.385,36.515151515151516
11506,9,1,0.627,0.12,0.106,0.116,0.285,0.373,0.486,0.57,0.479,0.466,0.461,0.436,34.98765432098765
11507,10,1,0.5660000000000001,0.117,0.071,0.095,0.28300000000000003,0.434,0.452,0.52,0.475,0.506,0.401,0.429,34.18840579710145
11508,11,1,0.6659999999999999,0.138,0.14,0.1,0.28800000000000003,0.334,0.436,0.535,0.402,0.438,0.405,0.324,30.82758620689655
11509,11,1,0.706,0.149,0.152,0.106,0.299,0.294,0.436,0.522,0.414,0.408,0.413,0.265,29.583333333333332
11510,11,1,0.597,0.119,0.119,0.09,0.269,0.403,0.438,0.563,0.375,0.5,0.389,0.398,32.86363636363637
11511,12,2,0.609,0.106,0.111,0.095,0.29600000000000004,0.391,0.449,0.569,0.412,0.466,0.414,0.389,28.307692307692307
11512,13,1,0.711,0.17600000000000002,0.118,0.133,0.28300000000000003,0.289,0.449,0.596,0.365,0.423,0.404,0.383,30.82608695652174
11513,14,1,0.665,0.101,0.141,0.121,0.302,0.335,0.441,0.529,0.411,0.4320000000000001,0.429,0.369,24.783783783783782
11514,15,1,0.595,0.067,0.069,0.1,0.359,0.405,0.434,0.483,0.424,0.465,0.417,0.342,29.11764705882353
11515,15,1,0.62,0.06,0.078,0.107,0.374,0.38,0.4370000000000001,0.556,0.343,0.479,0.425,0.34700000000000003,28.024390243902438
11516,15,1,0.569,0.075,0.058,0.092,0.344,0.431,0.43,0.419,0.542,0.447,0.408,0.337,30.77777777777778
11517,16,1,0.662,0.093,0.096,0.146,0.328,0.338,0.48,0.536,0.379,0.409,0.525,0.353,18.24390243902439
11518,4,2,0.871,0.251,0.079,0.069,0.472,0.129,0.398,0.461,0.375,0.429,0.364,0.256,13.543859649122806
11519,5,1,0.866,0.28,0.075,0.172,0.339,0.134,0.456,0.471,0.345,0.472,0.46,0.32299999999999995,28.175
11520,6,1,0.696,0.223,0.057,0.16699999999999998,0.25,0.304,0.443,0.507,0.611,0.41,0.369,0.382,26.396551724137932
11521,7,1,0.7829999999999999,0.213,0.087,0.16399999999999998,0.319,0.217,0.474,0.52,0.363,0.529,0.445,0.34600000000000003,36.35294117647059
11522,8,1,0.7490000000000001,0.22,0.067,0.14300000000000002,0.319,0.251,0.512,0.525,0.5,0.489,0.515,0.385,36.515151515151516
11523,9,1,0.627,0.12,0.106,0.116,0.285,0.373,0.486,0.57,0.479,0.466,0.461,0.436,34.98765432098765
11524,10,1,0.5660000000000001,0.117,0.071,0.095,0.28300000000000003,0.434,0.452,0.52,0.475,0.506,0.401,0.429,34.18840579710145
11525,11,1,0.6659999999999999,0.138,0.14,0.1,0.28800000000000003,0.334,0.436,0.535,0.402,0.438,0.405,0.324,30.82758620689655
11526,11,1,0.706,0.149,0.152,0.106,0.299,0.294,0.436,0.522,0.414,0.408,0.413,0.265,29.583333333333332
11527,11,1,0.597,0.119,0.119,0.09,0.269,0.403,0.438,0.563,0.375,0.5,0.389,0.398,32.86363636363637
11528,12,2,0.609,0.106,0.111,0.095,0.29600000000000004,0.391,0.449,0.569,0.412,0.466,0.414,0.389,28.307692307692307
11529,13,1,0.711,0.17600000000000002,0.118,0.133,0.28300000000000003,0.289,0.449,0.596,0.365,0.423,0.404,0.383,30.82608695652174
11530,14,1,0.665,0.101,0.141,0.121,0.302,0.335,0.441,0.529,0.411,0.4320000000000001,0.429,0.369,24.783783783783782
11531,15,1,0.595,0.067,0.069,0.1,0.359,0.405,0.434,0.483,0.424,0.465,0.417,0.342,29.11764705882353
11532,15,1,0.62,0.06,0.078,0.107,0.374,0.38,0.4370000000000001,0.556,0.343,0.479,0.425,0.34700000000000003,28.024390243902438
11533,15,1,0.569,0.075,0.058,0.092,0.344,0.431,0.43,0.419,0.542,0.447,0.408,0.337,30.77777777777778
11534,16,1,0.662,0.093,0.096,0.146,0.328,0.338,0.48,0.536,0.379,0.409,0.525,0.353,18.24390243902439
11535,4,2,0.871,0.251,0.079,0.069,0.472,0.129,0.398,0.461,0.375,0.429,0.364,0.256,13.543859649122806
11536,5,1,0.866,0.28,0.075,0.172,0.339,0.134,0.456,0.471,0.345,0.472,0.46,0.32299999999999995,28.175
11537,6,1,0.696,0.223,0.057,0.16699999999999998,0.25,0.304,0.443,0.507,0.611,0.41,0.369,0.382,26.396551724137932
11538,7,1,0.7829999999999999,0.213,0.087,0.16399999999999998,0.319,0.217,0.474,0.52,0.363,0.529,0.445,0.34600000000000003,36.35294117647059
11539,8,1,0.7490000000000001,0.22,0.067,0.14300000000000002,0.319,0.251,0.512,0.525,0.5,0.489,0.515,0.385,36.515151515151516
11540,9,1,0.627,0.12,0.106,0.116,0.285,0.373,0.486,0.57,0.479,0.466,0.461,0.436,34.98765432098765
11541,10,1,0.5660000000000001,0.117,0.071,0.095,0.28300000000000003,0.434,0.452,0.52,0.475,0.506,0.401,0.429,34.18840579710145
11542,11,1,0.6659999999999999,0.138,0.14,0.1,0.28800000000000003,0.334,0.436,0.535,0.402,0.438,0.405,0.324,30.82758620689655
11543,11,1,0.706,0.149,0.152,0.106,0.299,0.294,0.436,0.522,0.414,0.408,0.413,0.265,29.583333333333332
11544,11,1,0.597,0.119,0.119,0.09,0.269,0.403,0.438,0.563,0.375,0.5,0.389,0.398,32.86363636363637
11545,12,2,0.609,0.106,0.111,0.095,0.29600000000000004,0.391,0.449,0.569,0.412,0.466,0.414,0.389,28.307692307692307
11546,13,1,0.711,0.17600000000000002,0.118,0.133,0.28300000000000003,0.289,0.449,0.596,0.365,0.423,0.404,0.383,30.82608695652174
11547,14,1,0.665,0.101,0.141,0.121,0.302,0.335,0.441,0.529,0.411,0.4320000000000001,0.429,0.369,24.783783783783782
11548,15,1,0.595,0.067,0.069,0.1,0.359,0.405,0.434,0.483,0.424,0.465,0.417,0.342,29.11764705882353
11549,15,1,0.62,0.06,0.078,0.107,0.374,0.38,0.4370000000000001,0.556,0.343,0.479,0.425,0.34700000000000003,28.024390243902438
11550,15,1,0.569,0.075,0.058,0.092,0.344,0.431,0.43,0.419,0.542,0.447,0.408,0.337,30.77777777777778
11551,16,1,0.662,0.093,0.096,0.146,0.328,0.338,0.48,0.536,0.379,0.409,0.525,0.353,18.24390243902439
11552,97,3,0.998,0.67,0.141,0.07400000000000001,0.113,0.002,0.51,0.529,0.508,0.382,0.481,0.0,20.692307692307693
11553,98,3,0.995,0.524,0.182,0.106,0.182,0.005,0.448,0.528,0.403,0.205,0.403,0.5,18.25
11555,0,3,0.991,0.42,0.203,0.115,0.253,0.009000000000000001,0.49,0.597,0.422,0.32299999999999995,0.441,0.4,20.013333333333332
11556,1,3,0.964,0.599,0.168,0.08199999999999999,0.115,0.036000000000000004,0.459,0.569,0.311,0.233,0.262,0.077,14.768292682926829
11557,2,3,0.989,0.754,0.13,0.058,0.047,0.011,0.5529999999999999,0.615,0.404,0.19,0.412,0.0,18.88235294117647
11558,3,3,0.975,0.613,0.075,0.188,0.1,0.025,0.436,0.449,0.5,0.4,0.375,0.0,13.142857142857142
11559,97,3,0.998,0.67,0.141,0.07400000000000001,0.113,0.002,0.51,0.529,0.508,0.382,0.481,0.0,20.692307692307693
11560,98,3,0.995,0.524,0.182,0.106,0.182,0.005,0.448,0.528,0.403,0.205,0.403,0.5,18.25
11562,0,3,0.991,0.42,0.203,0.115,0.253,0.009000000000000001,0.49,0.597,0.422,0.32299999999999995,0.441,0.4,20.013333333333332
11563,1,3,0.964,0.599,0.168,0.08199999999999999,0.115,0.036000000000000004,0.459,0.569,0.311,0.233,0.262,0.077,14.768292682926829
11564,2,3,0.989,0.754,0.13,0.058,0.047,0.011,0.5529999999999999,0.615,0.404,0.19,0.412,0.0,18.88235294117647
11565,3,3,0.975,0.613,0.075,0.188,0.1,0.025,0.436,0.449,0.5,0.4,0.375,0.0,13.142857142857142
11566,97,3,0.5529999999999999,0.211,0.079,0.105,0.158,0.447,0.476,0.75,0.333,0.125,0.417,0.265,15.384615384615385
11567,97,3,0.889,0.222,0.222,0.222,0.222,0.111,0.25,0.5,0.5,0.0,0.0,0.0,16.5
