,Season,Pos,%2PA,%0-3A,%3-10A,%10-16A,%16-3ptA,%3PA,2P%,0-3%,3-10%,10-16%,16-3pt%,3P%,MPG
11039,8,5,0.638,0.132,0.125,0.21,0.17,0.362,0.476,0.6609999999999999,0.394,0.421,0.459,0.35600000000000004,30.467532467532468
11040,9,5,0.557,0.08800000000000001,0.076,0.229,0.16399999999999998,0.443,0.471,0.619,0.564,0.436,0.398,0.354,32.166666666666664
11041,10,5,0.5539999999999999,0.14800000000000002,0.162,0.163,0.08199999999999999,0.446,0.511,0.583,0.505,0.5,0.415,0.28300000000000003,22.531645569620252
11042,13,5,0.514,0.197,0.134,0.106,0.077,0.486,0.452,0.5710000000000001,0.421,0.4,0.273,0.319,14.095238095238095
11043,18,1,0.838,0.35200000000000004,0.312,0.154,0.02,0.162,0.483,0.667,0.364,0.316,0.4,0.25,28.366666666666667
11047,97,2,0.545,0.237,0.031,0.071,0.206,0.455,0.514,0.636,0.1,0.304,0.507,0.385,17.64406779661017
11051,99,2,0.6,0.211,0.021,0.063,0.316,0.4,0.404,0.55,0.0,0.16699999999999998,0.3670000000000001,0.316,15.333333333333334
11058,5,3,0.6609999999999999,0.422,0.117,0.044,0.078,0.339,0.487,0.526,0.429,0.125,0.5710000000000001,0.262,12.59016393442623
11059,6,3,0.8320000000000001,0.247,0.159,0.159,0.268,0.168,0.429,0.494,0.423,0.404,0.386,0.327,19.318840579710145
11060,7,3,0.777,0.404,0.16,0.084,0.129,0.223,0.499,0.618,0.416,0.34,0.333,0.387,33.03333333333333
11061,8,3,0.8240000000000001,0.331,0.192,0.105,0.197,0.17600000000000002,0.475,0.627,0.402,0.36,0.35100000000000003,0.333,23.364864864864863
11062,9,3,0.8140000000000001,0.28,0.199,0.117,0.218,0.18600000000000005,0.468,0.581,0.426,0.389,0.403,0.298,17.93846153846154
11065,12,4,0.6920000000000001,0.062,0.046,0.123,0.462,0.308,0.378,0.5,0.667,0.375,0.333,0.35,12.133333333333333
11067,12,4,0.6859999999999999,0.059,0.039,0.13699999999999998,0.451,0.314,0.314,0.333,0.5,0.28600000000000003,0.304,0.438,14.238095238095237
11068,13,4,0.63,0.133,0.166,0.077,0.254,0.37,0.447,0.625,0.4,0.14300000000000002,0.478,0.299,17.14
11070,20,1,0.7170000000000001,0.28300000000000003,0.248,0.091,0.094,0.28300000000000003,0.452,0.6559999999999999,0.278,0.448,0.3,0.3670000000000001,19.285714285714285
11071,97,1,0.5429999999999999,0.401,0.053,0.042,0.047,0.457,0.464,0.496,0.278,0.35700000000000004,0.5,0.312,22.31645569620253
11072,98,1,0.583,0.353,0.056,0.039,0.136,0.417,0.512,0.61,0.31,0.3,0.4,0.377,28.25609756097561
11073,99,1,0.5539999999999999,0.254,0.12,0.048,0.132,0.446,0.443,0.529,0.35,0.313,0.409,0.35600000000000004,31.12
11074,0,1,0.409,0.179,0.067,0.047,0.116,0.591,0.475,0.638,0.3,0.19,0.442,0.386,27.583333333333332
11075,1,1,0.531,0.263,0.08800000000000001,0.043,0.13699999999999998,0.469,0.444,0.5,0.212,0.313,0.529,0.383,24.459016393442624
11076,2,1,0.459,0.139,0.063,0.086,0.172,0.541,0.4320000000000001,0.643,0.316,0.423,0.308,0.32299999999999995,16.793650793650794
11077,3,1,0.355,0.133,0.051,0.046,0.126,0.645,0.435,0.5820000000000001,0.429,0.211,0.365,0.378,22.196969696969695
11078,4,1,0.472,0.185,0.105,0.069,0.113,0.528,0.413,0.528,0.268,0.481,0.318,0.408,17.633802816901408
11079,4,1,0.469,0.231,0.069,0.065,0.104,0.531,0.459,0.517,0.278,0.529,0.407,0.428,23.62857142857143
11081,5,1,0.338,0.156,0.078,0.039,0.065,0.662,0.308,0.417,0.16699999999999998,0.333,0.2,0.314,25.714285714285715
11082,14,1,0.5,0.14300000000000002,0.19,0.048,0.119,0.5,0.524,1.0,0.5,0.0,0.2,0.333,12.88888888888889
11086,7,4,0.989,0.4920000000000001,0.174,0.125,0.198,0.011,0.53,0.637,0.468,0.371,0.418,0.0,26.24390243902439
11087,8,4,0.926,0.354,0.124,0.121,0.329,0.07400000000000001,0.521,0.736,0.407,0.392,0.377,0.271,23.386666666666667
11088,9,4,0.967,0.444,0.179,0.08900000000000001,0.254,0.033,0.5,0.636,0.395,0.339,0.392,0.217,24.74390243902439
11089,10,4,0.987,0.451,0.102,0.16699999999999998,0.267,0.013,0.486,0.617,0.393,0.37,0.374,0.14300000000000002,20.486842105263158
11090,10,4,0.984,0.442,0.103,0.161,0.278,0.016,0.487,0.617,0.41,0.344,0.39,0.16699999999999998,21.333333333333332
11091,10,4,0.994,0.471,0.099,0.18,0.244,0.006,0.485,0.617,0.353,0.419,0.333,0.0,19.035714285714285
11092,11,4,0.975,0.406,0.26,0.076,0.233,0.025,0.522,0.779,0.31,0.382,0.35600000000000004,0.091,17.7
11093,12,4,0.944,0.311,0.256,0.111,0.267,0.056,0.429,0.7140000000000001,0.28300000000000003,0.25,0.313,0.1,14.371428571428572
11094,13,4,0.982,0.315,0.152,0.212,0.303,0.018000000000000002,0.414,0.519,0.32,0.429,0.34,0.0,17.464285714285715
11096,13,4,0.982,0.319,0.147,0.209,0.307,0.018000000000000002,0.413,0.519,0.292,0.441,0.34,0.0,17.85185185185185
11097,19,3,0.5,0.104,0.083,0.125,0.188,0.5,0.458,0.8,0.25,0.5,0.333,0.208,14.11111111111111
11099,98,2,0.725,0.189,0.066,0.13699999999999998,0.333,0.275,0.435,0.596,0.485,0.368,0.361,0.321,23.318181818181817
11100,99,2,0.473,0.152,0.071,0.08199999999999999,0.168,0.527,0.414,0.643,0.462,0.133,0.32299999999999995,0.381,20.026315789473685
11105,12,5,1.0,0.35700000000000004,0.214,0.214,0.214,0.0,0.5,0.6,0.333,0.667,0.333,,19.6
11106,2,1,0.792,0.358,0.175,0.132,0.127,0.208,0.476,0.605,0.324,0.321,0.481,0.364,15.0625
11107,3,1,0.767,0.258,0.14300000000000002,0.12,0.246,0.233,0.463,0.5539999999999999,0.429,0.404,0.417,0.341,17.29113924050633
11108,4,1,0.772,0.334,0.121,0.075,0.241,0.228,0.408,0.561,0.232,0.314,0.313,0.245,20.604938271604937
11109,5,1,0.706,0.395,0.094,0.051,0.166,0.294,0.471,0.521,0.365,0.5,0.402,0.319,22.6
11110,6,1,0.466,0.206,0.092,0.057,0.11,0.534,0.46,0.5429999999999999,0.404,0.552,0.304,0.404,22.542857142857144
11111,6,1,0.39,0.227,0.05,0.021,0.092,0.61,0.482,0.547,0.5,0.667,0.269,0.395,21.195652173913043
11112,6,1,0.5589999999999999,0.181,0.145,0.101,0.132,0.441,0.441,0.537,0.364,0.522,0.333,0.42,25.125
11113,7,1,0.5920000000000001,0.231,0.099,0.077,0.185,0.408,0.42,0.478,0.353,0.34,0.417,0.329,27.948051948051948
11114,8,1,0.823,0.25,0.118,0.095,0.36,0.177,0.472,0.551,0.375,0.394,0.468,0.371,29.08974358974359
11115,9,1,0.812,0.318,0.117,0.075,0.302,0.188,0.418,0.535,0.377,0.324,0.336,0.235,26.11764705882353
11116,10,1,0.649,0.309,0.16,0.063,0.116,0.35100000000000003,0.5,0.611,0.464,0.333,0.344,0.28800000000000003,29.39240506329114
11117,11,1,0.6509999999999999,0.248,0.14,0.078,0.18600000000000005,0.349,0.45,0.5920000000000001,0.302,0.25,0.456,0.336,19.5875
11118,12,1,0.675,0.2,0.275,0.08800000000000001,0.113,0.325,0.407,0.625,0.341,0.28600000000000003,0.278,0.192,20.66
11119,13,1,0.767,0.292,0.25,0.042,0.183,0.233,0.348,0.514,0.333,0.0,0.182,0.179,17.270833333333332
11121,97,3,0.833,0.472,0.042,0.16699999999999998,0.153,0.16699999999999998,0.45,0.471,0.667,0.25,0.545,0.333,14.782608695652174
11123,97,3,0.809,0.468,0.043,0.128,0.17,0.191,0.447,0.545,0.5,0.16699999999999998,0.375,0.333,21.1
11133,15,3,0.856,0.12,0.077,0.234,0.421,0.14400000000000002,0.408,0.4,0.625,0.429,0.364,0.3670000000000001,13.176470588235293
11134,18,3,0.34700000000000003,0.014,0.014,0.097,0.222,0.653,0.32,1.0,0.0,0.429,0.25,0.362,13.411764705882353
11135,97,3,0.993,0.42,0.158,0.218,0.196,0.006999999999999999,0.493,0.5479999999999999,0.484,0.35600000000000004,0.535,0.16699999999999998,35.96341463414634
11136,98,4,1.0,0.396,0.321,0.174,0.109,0.0,0.441,0.573,0.344,0.28300000000000003,0.5,,29.430379746835442
11137,98,4,1.0,0.4320000000000001,0.308,0.157,0.103,0.0,0.426,0.51,0.324,0.34600000000000003,0.5,,26.875
11138,98,4,1.0,0.354,0.336,0.195,0.116,0.0,0.458,0.6629999999999999,0.366,0.222,0.5,,33.38709677419355
11139,99,3,1.0,0.424,0.258,0.205,0.114,0.0,0.534,0.652,0.397,0.426,0.6,,21.224489795918366
11140,0,4,1.0,0.415,0.263,0.18600000000000005,0.136,0.0,0.513,0.655,0.373,0.449,0.439,,20.705128205128204
11141,1,4,1.0,0.465,0.305,0.145,0.085,0.0,0.501,0.63,0.365,0.41,0.441,,33.829268292682926
11142,2,4,1.0,0.438,0.223,0.177,0.162,0.0,0.418,0.47,0.337,0.4,0.411,,30.857142857142858
11143,3,4,1.0,0.565,0.155,0.16699999999999998,0.114,0.0,0.449,0.509,0.313,0.377,0.447,,25.620253164556964
11144,4,4,0.995,0.46,0.171,0.161,0.204,0.005,0.495,0.588,0.278,0.5,0.465,0.0,16.692307692307693
11145,4,4,1.0,0.35,0.2,0.175,0.275,0.0,0.45,0.7140000000000001,0.0,0.5710000000000001,0.364,,14.4
11146,4,4,0.994,0.485,0.16399999999999998,0.158,0.187,0.006,0.506,0.5660000000000001,0.35700000000000004,0.481,0.5,0.0,17.62162162162162
11147,5,4,1.0,0.36,0.14,0.246,0.254,0.0,0.412,0.537,0.375,0.28600000000000003,0.379,,13.125
11149,9,2,0.622,0.35,0.081,0.045,0.146,0.378,0.529,0.605,0.55,0.091,0.472,0.344,20.821428571428573
11150,10,2,0.424,0.091,0.03,0.03,0.273,0.5760000000000001,0.35700000000000004,1.0,0.0,0.0,0.222,0.368,12.0
11151,11,2,0.72,0.16,0.12,0.16,0.28,0.28,0.333,0.25,0.333,0.5,0.28600000000000003,0.429,13.8
11152,18,3,0.208,0.125,0.042,0.0,0.042,0.792,0.4,0.667,0.0,,0.0,0.211,12.0
11154,97,4,0.871,0.489,0.16699999999999998,0.134,0.081,0.129,0.535,0.609,0.5379999999999999,0.314,0.447,0.397,38.97222222222222
11155,98,5,0.847,0.345,0.161,0.165,0.17600000000000002,0.153,0.512,0.698,0.426,0.262,0.462,0.317,39.563380281690144
11156,99,4,0.956,0.292,0.298,0.181,0.185,0.044,0.503,0.7090000000000001,0.496,0.355,0.333,0.118,40.92857142857143
11157,0,4,0.939,0.229,0.252,0.185,0.272,0.061,0.496,0.7040000000000001,0.426,0.387,0.461,0.284,38.4
11158,1,4,0.983,0.256,0.259,0.122,0.34600000000000003,0.017,0.488,0.73,0.385,0.395,0.419,0.071,40.51428571428571
11159,2,4,0.982,0.292,0.187,0.13699999999999998,0.3670000000000001,0.018000000000000002,0.499,0.685,0.363,0.456,0.4370000000000001,0.263,38.351851851851855
11160,3,4,0.985,0.237,0.226,0.129,0.393,0.015,0.465,0.647,0.383,0.395,0.425,0.238,39.134328358208954
11161,4,4,0.988,0.238,0.261,0.128,0.361,0.012,0.416,0.6,0.345,0.333,0.375,0.2,36.130434782608695
11162,5,4,0.966,0.206,0.193,0.121,0.447,0.034,0.436,0.61,0.433,0.329,0.386,0.341,35.37313432835821
11163,5,4,0.968,0.21,0.2,0.106,0.453,0.032,0.452,0.632,0.464,0.361,0.383,0.379,36.26086956521739
11164,5,4,0.959,0.194,0.175,0.158,0.4320000000000001,0.041,0.396,0.5489999999999999,0.344,0.276,0.392,0.267,33.42857142857143
11165,6,4,0.946,0.257,0.22,0.155,0.313,0.054000000000000006,0.443,0.568,0.45,0.262,0.425,0.273,38.57333333333333
11166,7,4,0.983,0.324,0.227,0.175,0.257,0.017,0.454,0.643,0.386,0.33,0.36,0.364,29.852459016393443
11167,7,4,0.978,0.274,0.239,0.165,0.3,0.022,0.387,0.5870000000000001,0.29100000000000004,0.184,0.391,0.4,30.22222222222222
11168,7,4,0.985,0.35200000000000004,0.22,0.181,0.232,0.015,0.491,0.667,0.444,0.405,0.337,0.333,29.697674418604652
11169,8,4,1.0,0.226,0.161,0.129,0.484,0.0,0.484,0.7140000000000001,0.2,0.25,0.5329999999999999,,14.0
11170,16,1,0.872,0.103,0.256,0.231,0.282,0.128,0.412,0.75,0.2,0.333,0.545,0.0,24.142857142857142
11171,16,1,0.868,0.105,0.237,0.237,0.289,0.132,0.394,0.75,0.111,0.333,0.545,0.0,27.666666666666668
11175,17,1,0.848,0.391,0.196,0.109,0.152,0.152,0.487,0.667,0.556,0.4,0.0,0.14300000000000002,12.23076923076923
11176,18,1,0.7440000000000001,0.279,0.233,0.116,0.116,0.256,0.469,0.583,0.3,0.4,0.6,0.364,13.166666666666666
11178,18,1,0.905,0.333,0.14300000000000002,0.19,0.238,0.095,0.526,0.429,0.667,0.5,0.6,0.0,23.8
11180,10,2,0.967,0.297,0.129,0.14400000000000002,0.397,0.033,0.528,0.669,0.508,0.394,0.478,0.133,19.82608695652174
11181,11,3,0.8809999999999999,0.236,0.183,0.133,0.329,0.119,0.467,0.645,0.415,0.412,0.391,0.279,23.949152542372882
11186,0,3,0.89,0.413,0.14800000000000002,0.1,0.229,0.11,0.506,0.621,0.366,0.438,0.418,0.377,17.606060606060606
11187,1,3,0.931,0.488,0.125,0.106,0.212,0.069,0.547,0.695,0.319,0.416,0.409,0.34,26.6
11188,2,2,0.8340000000000001,0.332,0.085,0.08900000000000001,0.329,0.166,0.486,0.649,0.261,0.348,0.415,0.384,31.72972972972973
11189,3,2,0.8690000000000001,0.348,0.099,0.141,0.28,0.131,0.464,0.626,0.327,0.371,0.35700000000000004,0.292,31.946666666666665
11190,4,2,0.919,0.358,0.102,0.146,0.313,0.081,0.4370000000000001,0.589,0.345,0.32299999999999995,0.34600000000000003,0.319,26.0
11191,4,2,0.954,0.377,0.086,0.149,0.343,0.046,0.401,0.5760000000000001,0.267,0.231,0.317,0.125,31.076923076923077
11192,4,2,0.91,0.353,0.107,0.145,0.305,0.09,0.446,0.5920000000000001,0.361,0.34700000000000003,0.354,0.344,24.88135593220339
11193,5,2,0.831,0.402,0.08800000000000001,0.105,0.237,0.16899999999999998,0.46,0.597,0.278,0.369,0.336,0.34600000000000003,21.579710144927535
11194,6,2,0.927,0.481,0.14400000000000002,0.103,0.199,0.073,0.482,0.6,0.398,0.254,0.377,0.222,32.38461538461539
11195,7,3,0.966,0.478,0.121,0.159,0.208,0.034,0.42,0.535,0.48,0.273,0.233,0.14300000000000002,21.071428571428573
11196,8,2,0.912,0.478,0.09,0.104,0.241,0.08800000000000001,0.462,0.607,0.275,0.254,0.336,0.24,21.397260273972602
11197,8,2,0.908,0.495,0.075,0.095,0.243,0.092,0.447,0.583,0.161,0.256,0.33,0.211,22.03921568627451
11198,8,2,0.924,0.433,0.127,0.127,0.236,0.076,0.503,0.6759999999999999,0.45,0.25,0.35100000000000003,0.333,19.90909090909091
11201,97,5,0.992,0.232,0.055,0.38,0.325,0.008,0.502,0.364,0.462,0.489,0.623,0.0,12.836065573770492
11206,97,1,0.706,0.42,0.027000000000000003,0.069,0.191,0.294,0.513,0.465,0.34600000000000003,0.522,0.64,0.36,40.41891891891892
11207,98,1,0.8029999999999999,0.282,0.07400000000000001,0.1,0.34700000000000003,0.197,0.467,0.561,0.375,0.36,0.44,0.34700000000000003,35.123456790123456
11208,99,1,0.688,0.224,0.053,0.097,0.314,0.312,0.485,0.607,0.379,0.358,0.456,0.359,36.96
11209,0,1,0.74,0.177,0.034,0.09,0.44,0.26,0.451,0.527,0.219,0.314,0.467,0.355,33.65853658536585
11210,1,2,0.792,0.16699999999999998,0.037000000000000005,0.107,0.48,0.208,0.434,0.575,0.239,0.331,0.424,0.376,37.8780487804878
11211,2,2,0.7190000000000001,0.16,0.029,0.058,0.471,0.281,0.4270000000000001,0.541,0.192,0.321,0.415,0.332,37.11940298507463
11212,3,2,0.695,0.14800000000000002,0.041,0.08199999999999999,0.424,0.305,0.4370000000000001,0.556,0.395,0.388,0.409,0.424,37.12328767123287
11213,4,2,0.644,0.141,0.02,0.071,0.411,0.35600000000000004,0.425,0.54,0.313,0.298,0.413,0.32299999999999995,32.80327868852459
11214,5,2,0.625,0.149,0.018000000000000002,0.042,0.417,0.375,0.411,0.584,0.2,0.4,0.36,0.375,34.675
11215,5,2,0.7659999999999999,0.181,0.015,0.041,0.529,0.234,0.401,0.5,0.0,0.5,0.37,0.35,35.92307692307692
11216,5,2,0.528,0.127,0.02,0.042,0.339,0.472,0.422,0.667,0.3,0.333,0.349,0.383,34.074074074074076
11217,6,2,0.517,0.16,0.043,0.046,0.267,0.483,0.438,0.578,0.292,0.308,0.4,0.365,33.40845070422535
11219,4,4,0.991,0.711,0.136,0.083,0.061,0.009000000000000001,0.478,0.5489999999999999,0.32299999999999995,0.158,0.429,0.0,13.098591549295774
11220,5,3,0.971,0.419,0.134,0.18600000000000005,0.233,0.029,0.4370000000000001,0.514,0.261,0.406,0.425,0.4,18.4
11221,6,4,0.989,0.341,0.125,0.17800000000000002,0.34700000000000003,0.011,0.514,0.598,0.45,0.451,0.487,0.273,34.13513513513514
11222,7,4,0.968,0.292,0.189,0.177,0.311,0.032,0.481,0.623,0.447,0.386,0.423,0.32,36.53846153846154
11223,8,4,0.981,0.299,0.204,0.187,0.29100000000000004,0.019,0.487,0.5820000000000001,0.4320000000000001,0.422,0.468,0.24,37.76315789473684
11224,9,4,0.981,0.255,0.202,0.242,0.281,0.019,0.477,0.621,0.456,0.383,0.441,0.24,39.23684210526316
11225,10,4,0.978,0.35100000000000003,0.174,0.219,0.234,0.022,0.51,0.614,0.465,0.431,0.463,0.259,36.407407407407405
11226,11,4,0.991,0.201,0.329,0.213,0.249,0.009000000000000001,0.51,0.67,0.459,0.462,0.49,0.222,35.01428571428571
11227,12,4,0.987,0.223,0.335,0.201,0.228,0.013,0.491,0.606,0.446,0.465,0.466,0.222,29.166666666666668
11228,13,4,0.981,0.223,0.327,0.197,0.234,0.019,0.503,0.631,0.485,0.422,0.475,0.211,33.35616438356164
11229,14,4,0.984,0.201,0.294,0.17800000000000002,0.311,0.016,0.491,0.614,0.435,0.395,0.521,0.267,30.9
11230,15,4,0.971,0.159,0.198,0.157,0.456,0.029,0.479,0.642,0.419,0.324,0.502,0.2,28.71212121212121
11231,16,4,0.984,0.257,0.23,0.152,0.34600000000000003,0.016,0.546,0.713,0.485,0.5,0.484,0.429,18.0
11232,17,5,0.968,0.274,0.21,0.103,0.381,0.032,0.541,0.667,0.509,0.385,0.51,0.375,12.558823529411764
11233,18,5,0.979,0.336,0.193,0.185,0.265,0.021,0.5760000000000001,0.764,0.425,0.629,0.41,0.375,13.684931506849315
11234,5,2,0.568,0.252,0.032,0.058,0.226,0.4320000000000001,0.477,0.615,0.4,0.222,0.4,0.358,13.0
11235,6,1,0.6809999999999999,0.314,0.058,0.064,0.244,0.319,0.534,0.614,0.325,0.477,0.4970000000000001,0.385,34.056338028169016
11236,7,2,0.752,0.285,0.054000000000000006,0.078,0.335,0.248,0.447,0.603,0.205,0.339,0.379,0.365,32.15942028985507
11237,8,1,0.716,0.265,0.128,0.084,0.238,0.284,0.435,0.4920000000000001,0.344,0.425,0.425,0.35600000000000004,25.131147540983605
11238,8,1,0.7759999999999999,0.256,0.14,0.08800000000000001,0.292,0.224,0.402,0.406,0.28600000000000003,0.5,0.425,0.339,20.771428571428572
11239,8,1,0.649,0.276,0.116,0.08,0.17800000000000002,0.35100000000000003,0.479,0.581,0.423,0.333,0.425,0.3670000000000001,31.0
11240,9,2,0.635,0.229,0.067,0.138,0.2,0.365,0.49,0.615,0.31,0.442,0.44,0.399,33.625
11241,10,2,0.823,0.321,0.126,0.211,0.165,0.177,0.471,0.55,0.418,0.391,0.458,0.325,25.0
11242,11,1,0.725,0.183,0.125,0.208,0.208,0.275,0.494,0.545,0.267,0.56,0.52,0.364,18.875
11243,12,1,0.789,0.244,0.092,0.153,0.3,0.211,0.489,0.625,0.333,0.545,0.398,0.355,24.09090909090909
11244,97,2,0.907,0.262,0.08900000000000001,0.13,0.426,0.093,0.481,0.598,0.279,0.333,0.495,0.333,28.235294117647058
11245,98,2,0.988,0.228,0.111,0.16399999999999998,0.485,0.012,0.379,0.462,0.368,0.429,0.325,0.0,18.105263157894736
11246,99,2,0.969,0.262,0.062,0.138,0.508,0.031,0.4920000000000001,0.588,0.75,0.556,0.394,0.0,21.0
11247,0,2,0.979,0.324,0.11,0.193,0.35200000000000004,0.021,0.415,0.532,0.375,0.321,0.373,0.0,15.289473684210526
11249,97,5,1.0,0.583,0.383,0.028,0.006,0.0,0.556,0.581,0.522,0.6,0.0,,13.7
11253,97,5,1.0,0.583,0.383,0.028,0.006,0.0,0.556,0.581,0.522,0.6,0.0,,13.7
11257,9,1,0.882,0.422,0.116,0.149,0.195,0.118,0.415,0.476,0.32299999999999995,0.362,0.379,0.271,32.53658536585366
11258,10,1,0.91,0.393,0.125,0.172,0.22,0.09,0.438,0.5329999999999999,0.359,0.34,0.388,0.221,34.30487804878049
11259,11,1,0.926,0.36,0.18600000000000005,0.177,0.204,0.07400000000000001,0.451,0.606,0.306,0.362,0.385,0.33,34.71951219512195
11260,12,1,0.845,0.29100000000000004,0.152,0.19,0.212,0.155,0.482,0.631,0.358,0.404,0.4370000000000001,0.316,35.31818181818182
11261,13,1,0.805,0.337,0.128,0.141,0.199,0.195,0.466,0.609,0.289,0.398,0.387,0.32299999999999995,34.890243902439025
11262,14,1,0.7290000000000001,0.331,0.091,0.13699999999999998,0.171,0.271,0.482,0.5920000000000001,0.264,0.444,0.415,0.318,30.695652173913043
11263,15,1,0.804,0.34600000000000003,0.105,0.16899999999999998,0.184,0.196,0.457,0.58,0.31,0.402,0.363,0.299,34.35820895522388
11264,16,1,0.764,0.377,0.11,0.171,0.106,0.236,0.503,0.596,0.409,0.429,0.392,0.29600000000000004,34.375
11265,17,1,0.7,0.293,0.067,0.171,0.16699999999999998,0.3,0.459,0.5760000000000001,0.305,0.434,0.345,0.343,34.592592592592595
11266,18,1,0.807,0.375,0.07200000000000001,0.151,0.209,0.193,0.485,0.611,0.306,0.382,0.394,0.298,36.425
11267,19,1,0.721,0.361,0.08800000000000001,0.14300000000000002,0.129,0.279,0.481,0.65,0.208,0.333,0.358,0.29,36.02739726027397
11268,20,1,0.8320000000000001,0.413,0.14300000000000002,0.128,0.14800000000000002,0.168,0.518,0.64,0.363,0.422,0.41,0.254,35.943396226415096
11272,99,1,0.6890000000000001,0.207,0.093,0.114,0.275,0.311,0.383,0.475,0.16699999999999998,0.273,0.434,0.3670000000000001,12.826086956521738
11274,18,3,0.329,0.096,0.08199999999999999,0.041,0.11,0.6709999999999999,0.292,0.429,0.333,0.333,0.125,0.3670000000000001,13.933333333333334
11275,20,2,0.525,0.258,0.106,0.054000000000000006,0.107,0.475,0.43,0.529,0.321,0.3720000000000001,0.329,0.354,25.753846153846155
11277,19,1,0.738,0.262,0.219,0.125,0.133,0.262,0.529,0.655,0.4370000000000001,0.441,0.514,0.338,25.791044776119403
11278,20,2,0.655,0.265,0.209,0.108,0.073,0.345,0.513,0.585,0.546,0.38,0.353,0.35600000000000004,24.065573770491802
11280,0,5,1.0,0.682,0.282,0.029,0.006999999999999999,0.0,0.507,0.564,0.394,0.308,0.333,,19.2125
11281,1,5,0.998,0.645,0.321,0.032,0.0,0.002,0.499,0.5589999999999999,0.405,0.231,,0.0,23.66176470588235
11282,2,5,1.0,0.7809999999999999,0.201,0.018000000000000002,0.0,0.0,0.5379999999999999,0.6509999999999999,0.14300000000000002,0.0,,,18.95774647887324
11283,3,5,1.0,0.792,0.189,0.019,0.0,0.0,0.472,0.5479999999999999,0.2,0.0,,,14.375
11284,4,5,1.0,0.8109999999999999,0.142,0.042,0.005,0.0,0.521,0.565,0.333,0.375,0.0,,13.951612903225806
11286,4,5,1.0,0.81,0.14300000000000002,0.042,0.005,0.0,0.524,0.569,0.333,0.375,0.0,,14.114754098360656
11289,0,5,1.0,0.682,0.282,0.029,0.006999999999999999,0.0,0.507,0.564,0.394,0.308,0.333,,19.2125
11290,1,5,0.998,0.645,0.321,0.032,0.0,0.002,0.499,0.5589999999999999,0.405,0.231,,0.0,23.66176470588235
11291,2,5,1.0,0.7809999999999999,0.201,0.018000000000000002,0.0,0.0,0.5379999999999999,0.6509999999999999,0.14300000000000002,0.0,,,18.95774647887324
11292,3,5,1.0,0.792,0.189,0.019,0.0,0.0,0.472,0.5479999999999999,0.2,0.0,,,14.375
11293,4,5,1.0,0.8109999999999999,0.142,0.042,0.005,0.0,0.521,0.565,0.333,0.375,0.0,,13.951612903225806
11295,4,5,1.0,0.81,0.14300000000000002,0.042,0.005,0.0,0.524,0.569,0.333,0.375,0.0,,14.114754098360656
11297,17,4,0.609,0.322,0.126,0.08,0.08,0.391,0.396,0.5,0.182,0.5710000000000001,0.14300000000000002,0.353,13.457142857142857
11298,18,4,0.313,0.188,0.063,0.063,0.0,0.688,0.6,0.667,0.0,1.0,,0.364,13.333333333333334
11300,17,1,0.7070000000000001,0.386,0.16899999999999998,0.057,0.094,0.293,0.446,0.52,0.384,0.345,0.313,0.295,22.506849315068493
11306,15,5,1.0,0.522,0.354,0.093,0.023,0.0,0.628,0.762,0.482,0.5,0.333,,23.791666666666668
11307,16,5,1.0,0.503,0.317,0.104,0.075,0.0,0.606,0.773,0.435,0.4370000000000001,0.431,,29.10958904109589
11308,17,5,1.0,0.445,0.374,0.106,0.075,0.0,0.557,0.741,0.423,0.398,0.37,,32.63636363636363
11309,18,5,0.997,0.434,0.329,0.151,0.081,0.003,0.5379999999999999,0.713,0.447,0.31,0.404,1.0,25.25925925925926
11310,19,5,0.976,0.529,0.337,0.076,0.034,0.024,0.581,0.6970000000000001,0.476,0.308,0.435,0.125,23.25
11311,20,5,0.99,0.5579999999999999,0.259,0.108,0.065,0.01,0.619,0.743,0.503,0.37,0.4320000000000001,0.5710000000000001,31.327868852459016
11312,97,1,0.506,0.206,0.039,0.109,0.152,0.494,0.485,0.603,0.462,0.389,0.4,0.35600000000000004,13.621951219512194
11313,98,1,0.524,0.121,0.062,0.065,0.276,0.476,0.398,0.512,0.364,0.217,0.398,0.308,13.085365853658537
11315,0,1,0.511,0.096,0.102,0.1,0.213,0.489,0.455,0.72,0.245,0.385,0.468,0.376,19.841463414634145
11316,1,1,0.472,0.08900000000000001,0.07400000000000001,0.07200000000000001,0.234,0.528,0.401,0.595,0.257,0.471,0.355,0.375,25.966101694915253
11317,2,1,0.508,0.043,0.043,0.087,0.335,0.4920000000000001,0.429,0.429,0.429,0.263,0.473,0.406,26.475609756097562
11318,3,1,0.53,0.043,0.04,0.106,0.341,0.47,0.4,0.667,0.214,0.243,0.4370000000000001,0.305,20.627450980392158
11319,3,1,0.51,0.038,0.05,0.107,0.314,0.49,0.383,0.6,0.231,0.25,0.4270000000000001,0.336,26.275862068965516
11320,3,1,0.591,0.057,0.011,0.102,0.42,0.409,0.442,0.8,0.0,0.222,0.459,0.194,13.181818181818182
11324,15,3,0.889,0.307,0.193,0.162,0.225,0.111,0.453,0.665,0.34700000000000003,0.38,0.305,0.31,36.207317073170735
11325,16,3,0.853,0.321,0.158,0.132,0.243,0.147,0.486,0.648,0.456,0.386,0.34700000000000003,0.3,35.123456790123456
